case_id,court,judge,case_type,year,complexity,legal_domain,outcome,plaintiff_win_probability,description
,Supreme Court of India,,,,,,dismissed,,"view taken
by the High Court.    Hence, this <b>appeal</b> stands <b>dismissed</b>.
 
 <b>CIVIL</b> <b>APPEAL</b> NOS. 4343/2000, 2915/2001, 2861/2001, 2884/2001, 2860/2001 ... authority
is justified. 
 
 	Hence,	these <b>appeals</b> and special leave petitions stand <b>dismissed</b>.
 

 <b>CIVIL</b> <b>APPEAL</b> NOS. 3272/2001, 5057/2000, 3271/2001, 3270/2001, 3268/2001 "
,Supreme Court of India,,,,,,dismissed,,"judgment which  is	the  subject
matter of this <b>civil</b> <b>appeal</b>.
       <b>Civil</b> <b>Appeal</b>  No.	1042  of  1979	has  been  preferred
against the  judgment of the Andhra ... <b>dismissed</b> by the judgment which
is under <b>appeal</b> in this <b>civil</b> <b>appeal</b>.
  670 
      <b>Civil</b> <b>Appeal</b> No. 837 of 1984 has been preferred against
the judgment "
,Supreme Court - Daily Orders,,,,,,dismissed,,"parties       whereas        <b>Civil</b>    <b>Appeals</b>

arising out of SLP(C) Nos.24460­61 of 2016 have

been filed by different appellants.


<b>Civil</b> <b>Appeals</b> arising ... learned Single Judge

dated 31st August, 2015 has been <b>dismissed</b>.


<b>Civil</b> <b>Appeals</b> arising out of SLP(C)Nos.24460 "
,Supreme Court of India,,,,,,dismissed,,"8052 of 2001, preferred by the 
State, also deserves to be <b>dismissed</b>.
 




 <b>Civil</b> <b>Appeal</b> No. 1400 of 2002 

 CA 1400 of 2002 has been preferred ... deserves to be 
maintained. This <b>appeal</b> stands <b>dismissed</b>.
 

 <b>Civil</b> <b>Appeal</b> No. 8054 of 2001 


 <b>Civil</b> <b>Appeal</b> 8054 of 2001 has been preferred by the State "
,Supreme Court of India,,,,,,dismissed,,"suit brought  by
the  plaintiffs being <b>Civil</b> Suit No. 10-A of 1954 should  be
<b>dismissed</b>.    <b>Civil</b>  <b>Appeal</b>  386  of  1966  is	 accordingly
<b>dismissed</b> ... hearing fee.
  R.K.P.S.	<b>Civil</b> <b>Appeal</b> 386/66 <b>dismissed</b>.
  <b>Civil</b> <b>Appeal</b> 387/66 allowed "
,National Company Law Appellate Tribunal,,,,,,dismissed,,"Company <b>Appeal</b> (AT) (Insolvency) Nos.995, 988, 1039, 1124, 1125, 1159, 1242 of 2019 &amp; 468 of 2020

                                                                                            28 of 106
 that, this <b>Appeal</b> ... above, we believe that <b>Appeal</b> sans

merit and deserves to be <b>dismissed</b>.
 
 
<b>Civil</b> <b>Appeal</b> (AT) (Ins.) No.1039 of 2019

  41.   The Appellants being aggrieved "
,Income Tax Appellate Tribunal - Lucknow,,,,,,dismissed,,"<b>Civil</b>
<b>Appeal</b> No. 8546 and ordered the same to be tagged with <b>Civil</b> <b>Appeal</b> No.
8900 of 2012.     Hon&#x27;ble Supreme Court <b>dismissed</b> these ... into <b>Civil</b> <b>Appeal</b> No.8546 of 2015
tagged it along with <b>Civil</b> <b>Appeal</b> No. 8900 of 2012. Such <b>Civil</b> <b>Appeals</b> were
ultimately <b>dismissed</b> vide order "
,Karnataka High Court,,,,,,dismissed,,"<b>appeal</b> before the Court of <b>Civil</b> Judge (Sr.Dn.), Bangalore

in R.A. No.31/1998.
 
 
       (l) The <b>Civil</b> Judge (Sr.Dn.) allowed the <b>appeal</b> ... defendants. The Hon&#x27;ble Supreme

Court by order dated 22.11.2017 <b>dismissed</b> <b>Civil</b> <b>Appeal</b>

No.10086/2010 challenging the order of dismissal passed "
,Income Tax Appellate Tribunal - Lucknow,,,,,,dismissed,,"wherein on the same issue the Departmental
<b>appeal</b> in the form of a <b>civil</b> <b>appeal</b> has been <b>dismissed</b>.
                                                       ITA. No.116/Lkw/2021 ... into <b>Civil</b> <b>Appeal</b> No.8546 of 2015
tagged it along with <b>Civil</b> <b>Appeal</b> No. 8900 of 2012. Such <b>Civil</b> <b>Appeals</b> were
ultimately <b>dismissed</b> vide order "
,Supreme Court of India,,,,,,dismissed,,"dismissing the <b>Civil</b> <b>Appeals</b>

            and/or Review Petitions in the first round.
 
          b) Group B.1 includes cases where <b>Civil</b> <b>Appeals</b> were <b>dismissed</b> ... Court dismissing the <b>Civil</b> <b>Appeals</b> and/or
                                          Review Petitions in the first round.
       GROUP B              Group B.1       <b>Civil</b> <b>Appeal</b> <b>dismissed</b> in the first round "
,Madras High Court,,,,,,allowed,,"compensation was paid by way of revenue deposit. The <b>writ</b> <b>petition</b> was <b>allowed</b> by the learned Single Jude, holding that the acquisition proceedings initiated ... over to the Housing Board on the same day. The <b>writ</b> <b>petition</b> was <b>allowed</b> by setting aside the said G.O., whereunder the request "
,Karnataka High Court,,,,,,dismissed,,"file the

<b>writ</b> <b>petition</b> in time.   In the <b>writ</b> <b>petition</b> he sought to quash the

cancellation order dated 29.11.1996 and for a <b>writ</b> of mandamus ... this

Court had <b>allowed</b> the <b>writ</b> <b>petition</b> Nos.13568/2015, 19093/2012,

38258/2013        and    5150/2019.      Therefore,   <b>Writ</b>    <b>Petition</b>

No.22681/2015 was filed "
,Karnataka High Court,,,,,,allowed,,"3970/2018 BY <b>ALLOWING</b> THIS <b>WRIT</b> APPEAL IN
THE ENDS OF JUSTICE AND CONSEQUENTLY <b>ALLOW</b> THE <b>WRIT</b>
<b>PETITION</b> IN <b>WP</b> NO.3970/2018 ... 5024/2018 BY <b>ALLOWING</b> THIS <b>WRIT</b> APPEAL IN
THE ENDS OF JUSTICE AND CONSEQUENTLY <b>ALLOW</b> THE <b>WRIT</b>
<b>PETITION</b> IN <b>WP</b> NO.5024/2018 "
,Karnataka High Court,,,,,,allowed,,"ENTIRE RECORDS LEADING TO THE ORDER DATED
24.05.2018 AND <b>ALLOW</b> THIS <b>WRIT</b> <b>PETITION</b> BY SETTING
ASIDE THE ORDER DATED 24.05.2018 PASSED BY THE
KARNATAKA STATE ... ENTIRE RECORDS LEADING TO THE ORDER DATED
24.05.2018 AND <b>ALLOW</b> THIS <b>WRIT</b> <b>PETITION</b> BY SETTING
ASIDE THE ORDER DATED 24.05.2018 PASSED BY THE
KARNATAKA STATE "
,Karnataka High Court,,,,,,allowed,,"other persons are illegal. Accordingly, the learned single Judge has <b>allowed</b> the <b>Writ</b> <b>Petitions</b>, and has set aside the impugned orders "
,Madras High Court,,,,,,dismissed,,"<b>writ</b>

                Court confirming the rejection of their selection. 3 <b>Writ</b> Appeals have been

                filed by the Department challenging the <b>allowing</b> of the <b>writ</b> <b>petitions</b> ... 16501 of 2018.
 
                           (c).The <b>writ</b> Court was pleased to <b>allow</b> the <b>writ</b> <b>petition</b> and issued a

                positive direction for selection and appointment "
,Karnataka High Court,,,,,,dismissed,,"PASSED IN <b>WRIT</b> <b>PETITION</b> NO.29710/2016
DATED 16.10.2017, BY <b>ALLOWING</b> THE <b>WRIT</b> <b>PETITION</b>.

IN W.A.NO.200493/2018

BETWEEN

THE CITY MUNICIPAL CORPORATION ... PASSED IN <b>WRIT</b> <b>PETITION</b> NO.30723/2016
DATED 16.10.2017, BY <b>ALLOWING</b> THE <b>WRIT</b> <b>PETITION</b>.

IN W.A.NO.200484/2018

BETWEEN

THE CITY MUNICIPAL CORPORATION "
,Supreme Court of India,,,,,,dismissed,,"this <b>writ</b> <b>petition</b>.  They deposited a sum of rupees
two  lakhs  purporting to be under the orders  of  the	High
Court.	The <b>writ</b> <b>petition</b> ... <b>allowed</b> the <b>writ</b>
<b>petition</b> directing the appellants herein (respondent to	 the
<b>writ</b> <b>petition</b>) to restore the site to the respondents  (<b>writ</b>
petitioners) inasmuch as they "
,Punjab-Haryana High Court,,,,,,allowed,,"leaned Single Judge of the Hon&#x27;ble Court <b>allowed</b> the <b>writ</b> <b>petition</b> against the State Government holding that after the passing of the Central ... issue in a <b>petition</b> the same would be decided in accordance with law.
  

 13. In the result, the <b>writ</b> <b>petition</b> is <b>allowed</b> and the University "
,Supreme Court of India,,,,,,dismissed,,"Bench of the High Court heard	 the
<b>writ</b>  <b>petition</b> alongwith <b>writ</b> appeal No. 141/86 and  <b>allowed</b>
the  <b>writ</b>  <b>petition</b> but dismissed the <b>writ</b> appeal ... order dated 31.10.88 <b>allowed</b> the <b>writ</b> <b>petition</b>  by
following  the decision given by the Division Bench in	<b>writ</b>
<b>petition</b>  No.  1204/84 in the case "
,Madras High Court,,,,,,dismissed,,"with batch of cases.
 
                                   The above <b>writ</b> appeal is filed by the fourth respondent in the <b>writ</b>

                <b>petition</b> in W.P(MD)No.8070 ... <b>Writ</b> <b>Petition</b> was filed                  challenging the Registration of

                Unilateral cancellation of sale deed. <b>Writ</b> <b>Petition</b> was <b>allowed</b> by holding that

                Registration of a deed "
,Madras High Court,,,,,,allowed,,"India.
 
         9.6.In view of the above, the <b>writ</b> <b>petition</b> is <b>allowed</b> and the
proceedings of the respondent Police in retaining the name ... India.
 
         10.9.In view of the above, the <b>writ</b> <b>petition</b> is <b>allowed</b> and the
proceedings of the respondent Police in retaining the name "
,Supreme Court of India,,,,,,dismissed,,"this  <b>writ</b>  <b>petition</b>.
They  deposited a sum of Rupees two lakhs purporting  to  be
under  the orders of the High Court.  The <b>writ</b> <b>petition</b> ... <b>allowed</b> the <b>writ</b>
<b>petition</b> directing the appellants herein (respondent to	 the
<b>writ</b> <b>petition</b>) to restore the site to the respondents  (<b>writ</b>
petitioners) inasmuch as they "
,Allahabad High Court,,,,,,dismissed,,passed in <b>writ</b> <b>petition</b> No. 12882 of 1995 and two other connected <b>writ</b> <b>petitions</b>. The appellant Shiv Charan Lal Kushwaha filed <b>writ</b> <b>petition</b> ... during the pendency of the <b>writ</b> <b>petition</b> another <b>writ</b> <b>petition</b> No. 4281 of 1984 connected with <b>writ</b> <b>petition</b> No. 3088 of 1984 was filed 
,Allahabad High Court,,,,,,dismissed,,"claiming absorption and
thereafter filed a <b>writ</b> <b>petition</b> seeking direction. The <b>writ</b> <b>petition</b>
having been <b>allowed</b> on 4th August, 2009 relying on the judgment ... <b>writ</b> <b>petition</b> following the judgment and order of the
date passed in <b>Writ</b> <b>Petition</b> No.25037 of 2006. The appellant-
employee in the <b>writ</b> <b>petition</b> "
,Telangana High Court,,,,,,dismissed,,"judicial scrutiny before this Court. The learned Single

Judge has <b>allowed</b> the <b>writ</b> <b>petitions</b> on the ground that

earlier also same Notification was declared ... second batch of <b>writ</b> <b>petitions</b> does

not warrant any interference and the <b>writ</b> appeals arising

out of second batch of <b>writ</b> <b>petitions</b> are dismissed "
,Madras High Court,,,,,,dismissed,,"gratuity claimed by him. Accordingly he <b>allowed</b> the appeal. Aggrieved by that, the Corporation preferred a <b>writ</b> <b>petition</b> to quash the order of the appellate ... that these <b>petitions</b> also have to fail except <b>Writ</b> <b>Petition</b> No. 5214 of 1979 wherein a new point is raised. In that <b>petition</b>, the employee "
,Madras High Court,,,,,,allowed,,"learned Judge <b>allowed</b> the <b>writ</b> <b>petitions</b> in the
following terms :
  	&quot;9. Therefore, these <b>Writ</b> <b>Petitions</b> are <b>allowed</b> and the Service Commission
is directed ... kept vacant by the interim order and ultimately, the <b>writ</b> <b>petitions</b> were
<b>allowed</b> and a positive direction was issued in the common order dated "
,Delhi High Court,,,,,,dismissed,,"agreement did not prohibit freehold conversion, vide order dated 29.08.2005

<b>allowed</b> the <b>writ</b> <b>petition</b> and directed the L&amp;DO to convert the leasehold

rights ... Single Judge under appeal

and set aside the same, <b>allowing</b> these appeals.             Resultantly, the <b>writ</b>

<b>petitions</b> filed by the respondents are dismissed. However "
,Allahabad High Court,,,,,,allowed,,"these observations, the <b>writ</b> <b>petition</b> is disposed of.
  

 (4) Civil Misc. <b>Writ</b> <b>Petition</b> No. 76585 of 2005:
  

 33. In this <b>writ</b> <b>petition</b>, the petitioner ... this <b>writ</b> <b>petition</b> is partly allowed and the order forfeiting the security amount of the petitioner is quashed. The <b>writ</b> <b>petition</b> is <b>dismissed</b> "
,Madhya Pradesh High Court,,,,,,dismissed,,"<b>writ</b>   <b>petition</b>   with   the   liberty   to   challenge   the
             order dated 17.11.2014, if an occasion so arises.
                     Accordingly,   the   <b>writ</b>   <b>petition</b>   is   <b>dismissed</b>   as
             withdrawn with ... petitioner
             submits   that   the   <b>writ</b>   <b>petition</b>   has   been   rendered
             infructuous.
                     Accordingly,   the   <b>writ</b>   <b>petition</b>   is   <b>dismissed</b>   as
             infructuous.
                                                          (Alok Aradhe)
                                                             Judge "
,Allahabad High Court,,,,,,dismissed,,"<b>petition</b> will operate as a bar in the entertainment of another <b>writ</b> <b>petition</b>. Similarly even if one <b>writ</b> <b>petition</b> is <b>dismissed</b> in limine ... Constitution to entertain a second <b>writ</b> <b>petition</b> of a person, whose earlier <b>Writ</b> <b>Petition</b> was <b>dismissed</b> on the ground of non-exhaustion of alternate remedy "
,Delhi High Court,,,,,,dismissed,," Icm Engineering Workers Union vs Union Of India &amp; Others on 29 September, 2000 

 Equivalent "
,Andhra HC (Pre-Telangana),,,,,,dismissed,,"petitioners.
  

 80. The <b>Writ</b> <b>Petition</b> is accordingly disposed of.
  

 <b>WRIT</b> <b>PETITION</b> No. 6413 of 2007:
  

 81. In this <b>Writ</b> <b>Petition</b> an extent ... same reasons as given in <b>Writ</b> <b>Petition</b> No. 6413 of 2007, this <b>Writ</b> <b>Petition</b> is premature and is, therefore, <b>dismissed</b> leaving the petitioners free "
,Karnataka High Court,,,,,,dismissed,,"aforesaid <b>writ</b> <b>petition</b>, the respondents

appeared and on hearing the parties, learned Single Judge

concluded that the <b>writ</b> <b>petition</b> ought to be <b>dismissed</b> ... <b>writ</b> <b>petition</b> and as no other relief would lie and

could be granted, <b>writ</b> <b>petition</b> would have to be <b>dismissed</b> by

confirming the order "
,Kerala High Court,,,,,,dismissed,,"said <b>writ</b>
      <b>petition</b>, i.e., W.P.(C)No.44147 of 2024, was filed by the <b>writ</b>
      petitioner, contending that another <b>writ</b> <b>petition</b> is pending ... this Court, the above <b>writ</b> <b>petition</b>
      is [sic: <b>writ</b> <b>petitions</b> are] not maintainable, and it is
      <b>dismissed</b>.&quot;
        21.     Seeking review "
,Madras High Court,,,,,,dismissed,,"that the above said <b>writ</b> petitioners are also guilty of delay and laches and therefore, <b>dismissed</b> all the <b>writ</b> <b>petitions</b> and they made a challenge ... earlier <b>writ</b> <b>petition</b>, preferred a Special Leave <b>Petition</b> before the Hon&#x27;ble Supreme Court of India and it was <b>dismissed</b> and the petitioner once "
,Madras High Court,,,,,,dismissed,,"order is taken to be passed

                in this <b>Writ</b> <b>Petition</b> as well. This <b>Writ</b> <b>Petition</b> stands <b>dismissed</b>. No costs ... batch




                in this <b>Writ</b> <b>Petition</b> as well. This <b>Writ</b> <b>Petition</b> stands <b>dismissed</b>. No costs.

                W.P.No.30081 of 2022:
 
                           46.The order of cancellation "
,Madras High Court,,,,,,dismissed,,"legal precedents, there is no substance in the <b>writ</b> <b>petition</b>.  Hence, this <b>writ</b> <b>petition</b> will stand <b>dismissed</b>.
 
 	16.7.	 ... hence, the present  <b>writ</b> <b>petition</b>. 
 
 	16.14.2. The <b>writ</b> <b>petition</b> is misconceived and devoid of merits.   Accordingly, it will stand <b>dismissed</b>. 
 
 	 16.15.	 "
,Madras High Court,,,,,,dismissed,,"legal precedents, there is no substance in the <b>writ</b> <b>petition</b>. Hence, this <b>writ</b> <b>petition</b> will stand <b>dismissed</b>. 
  

 16.7.  ... hence, the present <b>writ</b> <b>petition</b>. 
  

 16.14.2. The <b>writ</b> <b>petition</b> is misconceived and devoid of merits. Accordingly, it will stand <b>dismissed</b>.  
  

  16.15.  "
,Allahabad High Court,,,,,,dismissed,,"reasonings given by the <b>Writ</b> Court are erroneous, the dismissal of the <b>writ</b> <b>petitions</b> by the <b>Writ</b> Court is sustained for the reasons given hereinabove ... error awarding and deduction of marks. Therefore, this <b>writ</b> petitioner is accordingly <b>dismissed</b>.
 
<b>Writ</b> <b>Petition</b> No. 1628 of 2021 , Mahesh Kumar Gola Vs. State "
,Supreme Court of India,,,,,,dismissed,,"Order now under appeal, entertained the second	<b>Writ</b>
<b>Petition</b>  on  his  view	 that  the  earlier  <b>Writ</b>   <b>Petition</b>
<b>dismissed</b> on the ground of non-availing ... Constitution  to  entertain  a second  <b>Writ</b>  <b>Petition</b>  of  a
person,	 whose	earlier <b>Writ</b> <b>Petition</b> was <b>dismissed</b>  on	 the
ground	of  non-exhaustion of alternate remedy "
,Supreme Court of India,,,,,,dismissed,,"<b>writ</b> <b>petition</b> being W.P. No.418 of 1980 challenging  the
    order of dismissal  dated  11.01.1980.   The  said  <b>writ</b>  <b>petition</b>  was
    <b>dismissed</b> by a Division ... filing a <b>writ</b> <b>petition</b> in the High Court being W.P. No.1643 of 1982.
     In the said <b>Writ</b> <b>Petition</b> the respondent  also  challenged "
,Supreme Court of India,,,,,,dismissed,,"order in  that  <b>writ</b>  <b>petition</b>  staying
operation.  of	the order of disqualification  made  by	 the
Speaker.   During  the pendency of this	 <b>writ</b>  <b>petition</b>,  on
27.2.1991, Simon ... After the dismissal of <b>writ</b> <b>petition</b> No.11 of 1992,  another
Member	of  the Goa Assembly, Churchill	 Alemao	 filed	<b>writ</b>
<b>petition</b> "
,Punjab-Haryana High Court,,,,,,dismissed,,"Civil <b>Writ</b>

            <b>Petition</b> No.10113 of 1996, impugning the order, dated

            03.09.1996, passed by the Additional Director Consolidation.

            The <b>writ</b> <b>petition</b> was <b>dismissed</b> ... this document 
 High Court Chandigarh 
              Civil <b>Writ</b> <b>Petition</b> No.2318 of 2002                            9 

            <b>writ</b> <b>petitions</b> were <b>dismissed</b> on the ground that the prior <b>writ</b>

            <b>petitions</b> "
,Madras High Court,,,,,,dismissed,,"<b>petition</b> will operate as a bar in the
entertainment of another <b>writ</b> <b>petition</b>. Similarly even if one <b>writ</b> <b>petition</b> is
<b>dismissed</b> in limine ... Another <b>writ</b> <b>petition</b> from the same order or decision will not lie. But the
position is substantially different from a <b>writ</b> <b>petition</b> <b>dismissed</b> either "
,Supreme Court of India,,,,,,dismissed,,"petitioner  in filing the two
<b>writ</b> <b>petitions</b>,	 i.e., W.P.  No. 432/95	 and the second <b>writ</b>
<b>petition</b>; (6)  to direct  justice ... <b>writ</b>
     <b>petition</b> is wholly misconceived and
     is an  abuse of  the process of the
     Court. The	 <b>writ</b>  <b>petition</b>	 has  no
     merit.
       The <b>writ</b>  <b>petition</b> "
,Allahabad High Court,,,,,,dismissed,,"means of <b>writ</b> <b>petitions</b> before this Court in 1983. All these <b>writ</b> <b>petitions</b> including the <b>writ</b> <b>petition</b> of the petitioner were <b>dismissed</b> ... Court should not entertain this second <b>writ</b> <b>petition</b>. 
  

  13.    For the reasons given above, this <b>writ</b> <b>petition</b> is <b>dismissed</b> with costs. 
          

  14. <b>Petition</b> <b>dismissed</b> "
